unique_carrier,origin,destination,is_delayed,departure_time,month,day_of_month,day_of_week,distance
WP,PIH,QTP,N,656,M-6,D-12,W-1,414
WP,RIN,ULQ,N,1730,M-6,D-8,W-3,1302
WP,ULX,YBR,N,928,M-8,D-7,W-1,1489
XJ,MQJ,YBR,N,1240,M-3,D-4,W-6,261
BN,OJO,HEM,N,1003,M-1,D-13,W-4,432
NB,YPU,OMH,N,2039,M-6,D-20,W-2,972
HH,HSR,OJO,N,833,M-3,D-24,W-5,491
OZ,RIN,CVS,N,639,M-8,D-20,W-6,383
WP,RMT,IQQ,N,826,M-10,D-27,W-5,899
LT,HFF,LBQ,N,2016,M-2,D-5,W-6,100
TT,RIN,RMT,N,922,M-3,D-22,W-2,1192
NB,QTP,TCZ,N,932,M-10,D-7,W-6,487
RQ,RTC,TVQ,N,1856,M-2,D-6,W-7,366
TT,RTA,RIN,N,639,M-7,D-16,W-6,861
WT,HTE,HSR,N,1337,M-9,D-2,W-5,1835
NB,CNY,QTX,N,915,M-4,D-11,W-2,2329
LT,LBQ,HFF,N,1752,M-8,D-24,W-3,100
WP,RMT,YBR,N,1554,M-7,D-29,W-6,499
OZ,MOY,HSR,N,808,M-2,D-20,W-7,135
NB,OMH,OMY,Y,1812,M-12,D-29,W-5,1072
TT,OMY,RIN,N,1310,M-2,D-26,W-6,460
VK,ULX,LBQ,N,1700,M-12,D-27,W-3,2917
BN,OPU,RVN,N,2221,M-3,D-10,W-5,528
XJ,FPU,JNS,N,1056,M-1,D-24,W-1,594
HH,PTB,QTX,N,1122,M-1,D-16,W-1,109
XJ,YTL,PVQ,N,1747,M-4,D-3,W-7,668
NB,ORN,PRI,Y,1555,M-11,D-21,W-1,271
XJ,YTL,PLG,N,1421,M-2,D-1,W-2,192
AG,JQU,ULX,N,1507,M-3,D-20,W-1,347
MH,YTL,UYV,Y,1945,M-9,D-8,W-5,1117
RQ,SRW,TVQ,N,1037,M-10,D-12,W-4,356
NB,PTV,QTP,N,1439,M-10,D-7,W-6,1069
RQ,TVQ,CBT,N,2120,M-5,D-29,W-7,214
TT,RMT,PVQ,N,1122,M-3,D-12,W-6,719
HL,MGF,CFS,N,1943,M-5,D-22,W-7,906
WP,RMT,VUT,N,848,M-5,D-20,W-5,814
WP,JNS,MQV,N,1438,M-8,D-23,W-2,529
TT,PBT,RIN,N,1345,M-9,D-6,W-2,1205
HL,MGF,FSS,N,1113,M-2,D-8,W-2,268
HL,MGF,VHQ,N,748,M-6,D-16,W-4,181
OZ,JNS,CHP,N,619,M-1,D-3,W-1,200
TT,RIN,HSR,N,956,M-10,D-25,W-2,802
MH,JNS,OMH,N,717,M-3,D-19,W-6,938
BN,OJO,OMH,N,911,M-7,D-22,W-6,683
HH,ITV,PQM,N,509,M-8,D-9,W-2,501
HL,DIE,HSI,Y,1615,M-8,D-15,W-1,289
TT,VUT,RIN,N,601,M-4,D-23,W-7,929
NB,SRW,VUT,N,1235,M-5,D-14,W-6,587
RQ,TVQ,UBP,N,1153,M-12,D-3,W-7,272
RQ,TVQ,GUP,Y,1755,M-8,D-7,W-7,264
NB,TOT,RTQ,N,1812,M-6,D-2,W-5,324
RQ,TVQ,DTX,N,1258,M-7,D-7,W-5,270
WT,QFT,RJB,N,757,M-7,D-8,W-5,1619
OZ,RIN,QJX,N,1310,M-9,D-7,W-3,785
MH,PTB,YTL,N,657,M-10,D-15,W-7,1303
NB,MQJ,ORN,N,1253,M-10,D-1,W-7,307
WP,RMT,RIN,N,1345,M-11,D-29,W-2,1192
OZ,HOT,HSR,Y,1930,M-1,D-19,W-4,416
BN,RVN,TVQ,N,1730,M-6,D-4,W-7,594
TT,HSR,YBR,N,2135,M-4,D-6,W-3,177
NB,TCZ,QTP,Y,840,M-1,D-16,W-1,487
NB,ULX,PTB,N,1625,M-11,D-3,W-4,304
NB,RTQ,LHW,Y,1850,M-1,D-9,W-7,239
RQ,TVQ,VUT,N,2215,M-2,D-19,W-6,406
BN,UCY,RVN,N,949,M-4,D-15,W-5,1087
RQ,TVQ,OMH,Y,1001,M-2,D-3,W-4,403
HH,ITV,PQM,Y,536,M-8,D-17,W-3,501
RQ,TWP,TVQ,N,755,M-4,D-19,W-2,813
HH,OQW,YTL,N,1519,M-5,D-5,W-4,262
AG,CBT,HSR,N,840,M-8,D-2,W-3,409
WP,PQM,ULX,N,1638,M-9,D-26,W-2,507
WT,OMH,YTR,Y,1422,M-8,D-10,W-4,758
XJ,OYT,MQJ,Y,1729,M-3,D-25,W-5,1080
XJ,YTL,PVQ,N,744,M-12,D-19,W-1,668
IQ,ULQ,TVQ,N,1800,M-3,D-11,W-6,665
OZ,ORV,HSR,N,1146,M-8,D-13,W-6,594
WT,RJB,OMY,N,1557,M-7,D-11,W-2,533
RQ,DIE,PQM,N,720,M-11,D-30,W-4,1989
HL,SYM,DIE,N,650,M-8,D-21,W-1,288
BN,RVN,OLV,Y,1457,M-8,D-3,W-4,609
IQ,COY,TVQ,N,545,M-7,D-30,W-6,533
TT,RIN,CHP,N,1336,M-5,D-20,W-5,1562
HL,PTG,MGF,N,1343,M-2,D-6,W-7,515
IQ,OMH,TVQ,Y,1902,M-6,D-14,W-2,403
OZ,QTX,PCT,N,1155,M-12,D-19,W-2,89
IQ,TVQ,VUT,Y,2234,M-2,D-18,W-6,406
JG,PVQ,TVQ,N,1630,M-9,D-9,W-6,483
HH,VWP,PQM,N,935,M-6,D-4,W-6,601
WT,QTX,HSR,N,1315,M-3,D-5,W-6,1745
RQ,RMT,QFT,Y,1829,M-4,D-23,W-7,214
LU,PIH,QTP,N,1349,M-3,D-4,W-5,414
TT,PIH,RIN,N,1055,M-3,D-24,W-4,1464
HL,MGF,RVN,N,1235,M-12,D-23,W-5,229
WP,CHP,RMT,N,949,M-3,D-13,W-7,399
BN,FSS,RVN,N,831,M-8,D-21,W-1,120
BN,MQV,OPU,N,1409,M-9,D-6,W-3,930
WP,CHP,QFT,N,1456,M-9,D-13,W-2,185
RL,YTR,CRQ,N,1701,M-1,D-7,W-5,326
TT,TWP,HSR,N,555,M-11,D-14,W-2,978
TP,PIH,PJT,N,1817,M-12,D-5,W-2,679
RQ,QJX,TVQ,N,1014,M-2,D-8,W-2,303
WT,RJB,HSR,N,2115,M-11,D-20,W-1,888
HL,MTJ,MGF,Y,1351,M-11,D-12,W-6,404
LU,RVN,QTP,Y,2209,M-7,D-12,W-2,1750
NB,ULX,PTV,Y,1547,M-9,D-17,W-7,843
JG,GQR,TVQ,N,1054,M-9,D-24,W-6,208
WP,RMT,QFT,N,755,M-8,D-2,W-3,214
OZ,PNI,HSR,Y,2036,M-5,D-17,W-3,714
WP,MQV,IQQ,N,745,M-7,D-26,W-2,631
XJ,OJO,YTL,Y,726,M-9,D-24,W-7,469
LU,QTP,QTX,N,653,M-6,D-17,W-5,236
BN,OJO,QTX,N,1839,M-2,D-16,W-3,1619
OZ,YBR,HSR,N,1813,M-7,D-2,W-6,177
WT,QTX,QTP,Y,1702,M-2,D-25,W-6,236
OZ,CWI,HSR,N,629,M-4,D-21,W-5,473
HH,MLP,HSR,N,657,M-11,D-3,W-4,760
MH,YTL,PJT,N,1903,M-12,D-6,W-3,1874
TT,TWP,RIN,N,1812,M-5,D-12,W-4,190
WT,PDM,RJB,N,618,M-5,D-6,W-6,948
WT,RJB,CHY,Y,911,M-7,D-15,W-6,649
HH,PIH,TMG,N,1833,M-8,D-2,W-2,250
WT,HSR,OPU,N,1613,M-10,D-6,W-4,334
RQ,MGF,QFT,N,1239,M-8,D-22,W-1,585
NB,SBH,QTP,N,1658,M-12,D-18,W-1,345
WT,OPU,RJB,Y,1958,M-6,D-9,W-4,680
HH,UPU,QTX,N,603,M-4,D-21,W-5,110
VK,ORN,OPU,N,1853,M-8,D-6,W-6,349
WP,MQV,PAS,N,2117,M-5,D-15,W-7,603
IQ,MTE,TVQ,N,1833,M-12,D-12,W-2,528
WT,PJT,PIH,N,1611,M-3,D-21,W-2,679
RQ,MGF,CHP,N,1446,M-3,D-11,W-5,752
NB,PDM,PJT,N,841,M-6,D-21,W-3,697
NB,HEM,LHW,N,1250,M-11,D-19,W-6,419
XJ,YTL,UBP,N,1549,M-11,D-3,W-4,489
HL,CHP,CFS,N,2030,M-12,D-4,W-1,201
C6,IQQ,DIE,Y,1929,M-10,D-30,W-1,1069
IQ,LHW,TVQ,Y,2027,M-5,D-5,W-4,696
HH,PIH,OIS,N,738,M-7,D-1,W-6,329
RQ,YBR,TVQ,N,1108,M-12,D-4,W-1,432
XJ,VWP,YTL,N,527,M-4,D-28,W-4,936
WP,ULX,TVQ,N,1552,M-1,D-11,W-3,1587
BN,HSR,RVN,N,1206,M-7,D-14,W-4,235
OZ,PAS,HSR,N,1049,M-9,D-29,W-5,607
LU,QTP,ULX,N,1254,M-1,D-28,W-5,256
HH,PQM,VWP,N,1644,M-8,D-29,W-2,601
NB,OPA,LHW,N,1150,M-1,D-18,W-2,303
TT,PVQ,RIN,N,734,M-2,D-3,W-5,551
NB,HBV,PDM,N,1545,M-12,D-19,W-1,333
WP,ULQ,OPA,N,948,M-7,D-14,W-5,1088
BN,RVN,OMH,Y,1751,M-10,D-17,W-1,957
JG,TVQ,VHQ,Y,832,M-12,D-30,W-5,549
MH,PIH,MQJ,N,23,M-7,D-29,W-6,2161
OZ,CHP,DIE,N,1244,M-9,D-9,W-6,187
XJ,ORN,MQJ,Y,1628,M-3,D-24,W-4,307
NB,ORN,PVQ,N,1755,M-1,D-31,W-1,251
XJ,ORN,MQJ,N,930,M-4,D-10,W-1,307
TP,PJT,QTX,N,558,M-10,D-6,W-5,954
HL,MGF,VAP,N,1847,M-4,D-15,W-6,226
XJ,JNS,MQV,N,644,M-9,D-19,W-1,529
HH,FJF,PQM,N,505,M-8,D-13,W-6,546
TT,OYT,RVN,Y,2046,M-7,D-16,W-6,1145
OZ,PVQ,CHP,Y,1632,M-4,D-14,W-5,1046
NB,ULX,POI,N,1005,M-11,D-3,W-4,647
WP,ULX,RIN,N,1503,M-7,D-12,W-3,868
MH,JNS,OMH,N,1258,M-6,D-28,W-2,938
WT,TCZ,RJB,N,800,M-2,D-19,W-7,349
TT,RIN,TVQ,N,1413,M-3,D-6,W-7,732
HH,HSR,INT,N,743,M-3,D-8,W-2,157
WT,RJB,PQM,N,830,M-11,D-23,W-3,391
I9,IQQ,RJB,N,2131,M-12,D-22,W-4,1703
JG,RTC,TVQ,N,1300,M-8,D-26,W-5,366
XJ,YTL,PLG,N,1423,M-10,D-23,W-1,192
NB,UGR,ULQ,N,1610,M-4,D-24,W-1,238
BN,OJO,PRI,N,1919,M-7,D-16,W-6,320
NB,ORN,OMH,N,1306,M-11,D-30,W-4,989
WT,POI,RJB,N,1404,M-4,D-29,W-6,910
NB,ORN,MOL,N,1625,M-3,D-7,W-2,284
TT,RIN,JNS,Y,1430,M-8,D-29,W-2,1372
NB,TWP,QCC,N,1045,M-4,D-2,W-7,341
C6,IQQ,DIE,N,2224,M-1,D-15,W-6,1069
XJ,CWI,JNS,Y,1721,M-10,D-21,W-5,282
XJ,YTL,YBR,N,1548,M-4,D-28,W-4,845
BN,YBR,IQQ,N,1433,M-12,D-30,W-6,1005
JG,MPF,TVQ,N,640,M-9,D-5,W-2,83
WP,MQV,SYM,Y,2131,M-11,D-29,W-2,256
RQ,PTV,TVQ,N,1630,M-12,D-14,W-4,874
MH,PJT,YTL,N,617,M-11,D-1,W-2,1874
LU,ULX,RJB,N,1812,M-6,D-28,W-2,602
OZ,VWQ,RIN,N,1836,M-7,D-21,W-5,237
NB,ULX,HBV,N,2113,M-5,D-27,W-5,325
MH,YTL,JNS,Y,1744,M-12,D-12,W-1,1400
IQ,OMH,TVQ,Y,1506,M-8,D-10,W-3,403
XJ,JNS,SRW,Y,1341,M-9,D-27,W-2,416
OZ,ITV,QTX,N,1825,M-6,D-6,W-1,209
AG,HSR,FPH,N,2055,M-1,D-6,W-5,590
HL,RMT,CHP,N,1055,M-6,D-5,W-1,399
HL,MGF,CNY,N,1855,M-3,D-31,W-5,430
HL,MGF,MYR,N,944,M-3,D-25,W-5,419
HL,MGF,PVQ,N,840,M-6,D-28,W-3,307
HL,PCB,MGF,N,1515,M-9,D-22,W-4,203
TT,HBV,RIN,N,824,M-1,D-12,W-3,1189
NB,PVQ,QYV,N,1240,M-9,D-8,W-4,296
TT,QFT,HSR,Y,1648,M-4,D-5,W-3,733
TT,PVQ,RMT,N,1738,M-6,D-13,W-2,719
WT,YTR,QTX,N,838,M-9,D-19,W-1,2288
JG,TVQ,TWP,N,1258,M-12,D-19,W-2,813
AG,PTV,ULX,N,1755,M-11,D-13,W-1,843
NB,ULQ,UGR,N,1505,M-6,D-11,W-6,238
WP,QTP,IQQ,N,2352,M-1,D-24,W-2,2174
NB,CWS,POI,N,1745,M-6,D-13,W-1,358
XJ,ORN,MQJ,Y,1815,M-10,D-4,W-3,307
NB,CBT,OMY,N,1745,M-4,D-23,W-6,491
NB,QTX,ORN,Y,1810,M-11,D-27,W-7,1750
NB,ULX,QTX,N,1551,M-12,D-6,W-3,370
NB,RTQ,JQU,N,1750,M-5,D-7,W-6,562
TT,HSR,QTX,Y,2224,M-12,D-14,W-4,1745
XJ,VQL,YTL,Y,2023,M-6,D-18,W-7,658
OZ,MQJ,HSR,Y,2000,M-2,D-13,W-7,316
TT,HSI,RIN,N,725,M-2,D-22,W-3,1213
TT,PDW,OMH,N,956,M-12,D-17,W-6,1189
NB,CBT,OMY,N,1745,M-5,D-22,W-7,491
WP,MQV,ULQ,N,756,M-5,D-10,W-2,448
TP,PBT,URX,N,1633,M-9,D-14,W-4,859
TT,HBV,RIN,N,643,M-10,D-17,W-1,1189
BN,OMH,RVN,Y,1537,M-11,D-14,W-2,957
TT,TCZ,HSR,N,739,M-5,D-13,W-6,1118
HH,VWQ,HSR,N,1023,M-10,D-28,W-5,585
XJ,MQJ,ORV,N,1912,M-11,D-17,W-4,280
HL,MGF,PMJ,N,2041,M-7,D-23,W-6,383
WP,QTP,HTE,Y,1224,M-10,D-21,W-6,407
HH,PIH,POI,N,2220,M-10,D-11,W-2,86
C6,QFC,POI,N,1713,M-5,D-25,W-4,387
LU,QTX,ULX,N,1546,M-1,D-23,W-7,370
WT,HSR,RIN,N,1445,M-2,D-2,W-3,802
MH,UYV,YTL,N,800,M-3,D-9,W-4,1117
WP,RMT,DTX,N,1941,M-3,D-31,W-4,634
TT,HSR,PTB,N,1712,M-7,D-28,W-4,1723
NB,ORN,PVQ,Y,2144,M-4,D-7,W-5,251
I9,RJB,OMY,Y,1820,M-12,D-22,W-5,533
WP,UYV,ULQ,N,956,M-1,D-27,W-5,267
HL,UNO,QFT,Y,1904,M-8,D-28,W-1,270
JG,PLG,MGF,N,644,M-12,D-24,W-6,686
HL,OMH,RMT,N,1850,M-5,D-12,W-5,759
TT,CHP,RIN,N,1642,M-1,D-5,W-3,1562
WP,MQV,HSR,Y,2210,M-11,D-26,W-7,599
TT,PBT,HSR,N,837,M-11,D-13,W-1,1726
TT,RIN,MHP,Y,1259,M-2,D-19,W-7,592
WT,HSR,YTL,N,759,M-9,D-21,W-3,925
TT,RIN,CHP,N,1903,M-12,D-12,W-2,1562
NB,PTB,QTP,N,1835,M-6,D-12,W-1,258
WT,QTX,PJT,N,1714,M-12,D-19,W-2,954
RQ,TVQ,LBQ,N,1211,M-8,D-12,W-6,4502
WT,OPA,QTX,N,1729,M-1,D-9,W-1,1671
JG,TVN,TVQ,N,1138,M-5,D-22,W-1,765
RQ,QTX,TVQ,N,931,M-6,D-17,W-5,1946
XJ,YTL,CVS,N,823,M-8,D-30,W-3,253
RQ,MGF,CHP,N,1106,M-8,D-22,W-1,752
RL,FPU,YTR,N,1027,M-6,D-13,W-1,383
LU,QTX,YTR,Y,924,M-3,D-30,W-3,2288
WT,QTX,QTP,N,1006,M-4,D-30,W-7,236
RQ,MGF,SRW,N,1613,M-9,D-30,W-5,390
WP,PVQ,MQV,N,1520,M-9,D-3,W-6,575
TT,ULX,RIN,N,902,M-11,D-22,W-2,868
WT,PTB,RJB,N,740,M-7,D-16,W-6,853
NB,PVQ,ORN,N,625,M-1,D-13,W-5,251
RQ,TVQ,VQL,N,913,M-7,D-24,W-1,223
C6,SPN,DIE,N,1537,M-2,D-9,W-4,1074
NB,POI,URX,N,700,M-3,D-29,W-2,479
RQ,PTG,TVQ,N,1111,M-10,D-27,W-4,215
TT,OYT,CHP,N,1132,M-8,D-22,W-2,1258
XJ,VWQ,YTL,Y,1234,M-7,D-13,W-4,429
IQ,MTE,QFT,Y,1701,M-5,D-2,W-1,396
OZ,QFT,CBT,N,1450,M-2,D-9,W-3,764
RQ,TVQ,CNY,N,815,M-8,D-29,W-1,576
I9,RJB,PIH,N,1749,M-11,D-7,W-1,967
RQ,TVQ,DTX,N,1852,M-10,D-16,W-7,270
XJ,MGF,YTL,Y,1234,M-4,D-20,W-4,871
NB,QTP,HBV,N,720,M-2,D-1,W-2,197
AG,TVN,HSR,N,930,M-11,D-11,W-6,160
WT,QTX,RJB,N,1645,M-2,D-3,W-4,862
RQ,DIE,PIH,N,2112,M-7,D-30,W-7,2586
BN,RVN,HSI,Y,2127,M-9,D-27,W-3,529
NB,TCZ,RTQ,N,937,M-2,D-26,W-7,580
TP,FJF,PJT,N,656,M-9,D-8,W-4,224
NB,CWS,QTP,N,749,M-9,D-8,W-5,223
RQ,UCY,DIE,N,1348,M-4,D-10,W-1,1028
WP,QTP,ULX,N,1019,M-2,D-15,W-3,256
OZ,PTB,QTX,N,1555,M-6,D-9,W-4,109
XJ,JNS,MOL,N,1124,M-4,D-30,W-7,462
RQ,TVQ,CBT,N,1451,M-12,D-31,W-7,214
NB,FJF,URX,N,1000,M-11,D-4,W-6,279
TP,HBV,PJT,Y,1516,M-2,D-14,W-1,956
WP,ULQ,MLP,N,1254,M-9,D-10,W-6,550
MH,JNS,RMT,N,854,M-4,D-20,W-4,199
HH,PCT,PDM,N,1903,M-3,D-25,W-5,234
TT,PJT,RIN,N,1,M-8,D-31,W-4,1660
OZ,SRW,QFT,N,1019,M-12,D-17,W-7,431
NB,OMH,DTB,N,945,M-7,D-26,W-2,587
BN,OPU,HSR,N,2202,M-6,D-8,W-3,334
HH,HEM,PQM,N,1841,M-4,D-25,W-2,866
NB,IQQ,CBT,N,1210,M-6,D-22,W-4,793
NB,QTP,PQM,Y,1930,M-6,D-1,W-4,368
HH,SRO,PQM,N,623,M-4,D-1,W-6,526
HH,TKH,HSR,Y,1618,M-11,D-15,W-3,122
MH,RMT,YTL,N,1908,M-9,D-20,W-2,1208
WP,MOL,RMT,N,751,M-5,D-24,W-3,322
NB,ULX,TCZ,N,755,M-4,D-20,W-3,328
RQ,TWP,TVQ,N,1722,M-9,D-1,W-5,813
HL,MGF,FPH,N,2000,M-7,D-25,W-2,330
WP,RIN,MQV,N,806,M-7,D-20,W-3,936
NB,QTP,SBH,N,1950,M-9,D-8,W-4,345
TT,VWQ,HSR,N,1455,M-7,D-22,W-6,585
NB,CLO,VUT,N,1930,M-5,D-24,W-2,460
NB,ULX,POI,Y,1005,M-4,D-28,W-4,647
MH,YTL,RVN,N,744,M-11,D-14,W-1,1076
TP,PJT,RMT,N,904,M-7,D-31,W-1,2329
IQ,YBR,TVQ,Y,2014,M-2,D-18,W-6,432
TT,RIN,HEM,N,1934,M-10,D-6,W-5,175
TT,OMH,PVQ,N,1127,M-6,D-22,W-3,880
HH,PIH,PCU,Y,1403,M-12,D-20,W-2,191
TT,PVQ,PTB,N,911,M-2,D-26,W-6,1558
OZ,HSR,OQY,N,1923,M-1,D-6,W-5,139
TT,VUT,OYT,N,648,M-10,D-3,W-1,204
C6,DIE,MOL,N,1648,M-10,D-21,W-6,483
I9,RJB,PQM,N,824,M-5,D-24,W-3,391
BN,OEJ,RVN,N,1334,M-11,D-1,W-2,238
OZ,HSR,CBT,N,1157,M-3,D-28,W-1,409
AG,DTM,RJB,N,1323,M-10,D-25,W-3,406
TT,RIN,TCZ,N,1348,M-1,D-13,W-5,569
TT,RIN,QTP,Y,2102,M-12,D-22,W-5,1055
WT,QTX,PIH,N,642,M-8,D-1,W-1,337
NB,HTE,ULX,Y,1515,M-2,D-20,W-1,646
HH,PIH,MJM,Y,1745,M-8,D-7,W-1,304
TT,RIN,ORN,Y,2025,M-7,D-23,W-6,797
WP,MQV,YTR,Y,2023,M-11,D-23,W-4,321
TP,PBT,HTE,Y,1701,M-2,D-27,W-1,371
WT,OMH,HSR,N,1149,M-7,D-5,W-2,1005
WT,TVQ,RJB,N,1816,M-11,D-25,W-6,1199
WT,RJB,HBV,N,2021,M-11,D-7,W-1,819
TT,HSR,RIN,Y,2224,M-6,D-10,W-5,802
AG,MQJ,YTR,N,622,M-7,D-9,W-7,288
BN,OYT,RVN,N,1451,M-12,D-21,W-4,1145
AG,VWP,ULX,N,1740,M-9,D-7,W-4,110
HH,PIH,OSA,N,1923,M-12,D-19,W-2,77
WP,DTX,ULQ,Y,1845,M-10,D-6,W-5,742
HH,OIS,PIH,N,554,M-5,D-24,W-3,329
TT,HSR,RIN,N,1837,M-12,D-31,W-6,802
RQ,TCZ,TVQ,N,1126,M-7,D-20,W-4,1269
NB,CNY,LHW,Y,2133,M-3,D-15,W-3,1246
WP,ULQ,QTP,N,1759,M-6,D-21,W-3,2176
VK,ORN,JNS,N,624,M-1,D-24,W-1,711
TT,PTV,RIN,N,1119,M-4,D-13,W-4,247
WP,UYV,OMH,N,725,M-11,D-21,W-2,834
VK,QFT,ORN,N,750,M-7,D-16,W-7,725
WP,OMH,MQV,N,653,M-9,D-27,W-3,468
WT,RJB,PDM,N,1925,M-7,D-30,W-7,948
MH,UGR,JNS,N,654,M-10,D-21,W-6,160
WT,PIH,HSR,N,615,M-12,D-14,W-3,1846
NB,CWI,CNY,Y,1815,M-3,D-14,W-2,281
NB,ORN,YPU,N,2000,M-2,D-13,W-1,765
HH,QTX,CIQ,N,1401,M-4,D-18,W-2,109
HH,QTX,HBV,N,1806,M-4,D-8,W-5,47
LU,ULX,QTX,N,1120,M-11,D-8,W-2,370
LU,QTX,QTP,N,947,M-9,D-30,W-5,236
WT,RJB,HEM,N,2125,M-6,D-20,W-2,495
BN,RVN,OEJ,Y,1548,M-4,D-3,W-1,238
TT,HSR,QFT,Y,1948,M-5,D-26,W-5,733
RQ,TVQ,IQQ,N,1118,M-12,D-7,W-4,581
NB,CNY,MOL,N,1750,M-5,D-6,W-6,336
NB,ORN,ULX,N,1041,M-9,D-9,W-6,1444
TT,SBH,RIN,N,627,M-9,D-7,W-4,1345
TT,ULX,RIN,N,1825,M-11,D-17,W-4,868
NB,VUT,PTV,N,1430,M-2,D-8,W-2,972
HL,TQC,MGF,N,1731,M-8,D-30,W-2,623
RQ,JNS,MGF,N,1055,M-12,D-26,W-1,569
HH,PBT,PIH,N,1318,M-12,D-20,W-2,372
RQ,QJX,MGF,N,1905,M-11,D-9,W-3,70
HL,MLP,QFT,N,600,M-2,D-20,W-1,641
OZ,CWI,HSR,Y,1515,M-6,D-10,W-6,473
MH,QTX,MQJ,N,1059,M-1,D-30,W-1,2053
TT,RIN,OPA,N,1443,M-7,D-15,W-5,448
NB,OMH,CBT,N,724,M-9,D-10,W-7,616
JG,TVQ,MLT,N,2145,M-1,D-21,W-6,106
RQ,CLO,TVQ,N,1603,M-12,D-3,W-6,134
WP,QTX,ULQ,Y,2250,M-8,D-17,W-3,2401
HL,YTR,MGF,N,600,M-9,D-6,W-3,388
TT,RJB,HSR,Y,1044,M-6,D-22,W-4,888
RQ,TWP,TVQ,N,1254,M-2,D-12,W-7,813
RQ,PQM,QTP,N,2050,M-2,D-5,W-7,368
WP,RMT,CHP,N,839,M-7,D-6,W-4,399
RQ,CHP,VUT,N,857,M-2,D-6,W-1,1185
WP,IQQ,QFT,N,2028,M-3,D-14,W-1,1076
TT,QTX,YTR,N,1137,M-4,D-28,W-5,2288
XJ,YTL,SRW,N,1325,M-2,D-11,W-6,1043
RQ,TVQ,CBT,N,1308,M-12,D-12,W-2,214
WT,YBR,HSR,N,1804,M-8,D-21,W-7,177
HL,MGF,OQY,N,1620,M-7,D-1,W-5,350
JG,YPU,TVQ,N,1537,M-6,D-14,W-2,795
TT,CHP,HSR,N,937,M-3,D-25,W-5,867
TT,RIN,TWP,N,1255,M-12,D-17,W-6,190
BN,OJO,QTX,N,1436,M-8,D-25,W-4,1619
NB,PVQ,LHW,N,745,M-6,D-13,W-1,687
JG,OQW,TVQ,N,953,M-5,D-8,W-7,448
BN,PVQ,OJO,N,720,M-5,D-7,W-6,256
RL,HSI,YTR,N,1908,M-3,D-25,W-5,157
OZ,QTX,PTB,N,627,M-1,D-3,W-2,109
NB,ULX,HBV,N,629,M-10,D-9,W-1,325
XJ,JNS,OMY,N,856,M-6,D-29,W-3,1092
RQ,TVQ,VQL,Y,1644,M-10,D-1,W-6,223
LU,QTP,PBT,N,1659,M-8,D-22,W-1,226
WP,ULX,QTX,N,1014,M-8,D-17,W-4,370
BN,HSR,RVN,N,1016,M-6,D-21,W-2,235
BN,RVN,OCP,Y,1404,M-11,D-14,W-2,98
TT,TWP,RIN,N,1418,M-10,D-4,W-3,190
MH,ULX,JNS,Y,9,M-11,D-10,W-4,2133
WT,HSR,OPU,N,951,M-4,D-19,W-2,334
NB,PBT,PDM,N,1654,M-11,D-18,W-6,342
HH,CIQ,QTX,N,1847,M-12,D-20,W-3,109
WT,PIH,DIE,N,1552,M-8,D-14,W-1,2586
TT,ULX,RIN,N,1453,M-11,D-4,W-6,868
JG,TVQ,FPU,Y,2412,M-3,D-20,W-1,153
NB,OMH,ULX,N,1006,M-11,D-6,W-1,1848
TT,RIN,PJT,Y,2005,M-12,D-3,W-7,1660
HH,FDV,RJB,N,1530,M-12,D-4,W-1,212
HH,PQM,VWP,N,1651,M-7,D-28,W-5,601
HH,ITV,RJB,N,612,M-5,D-25,W-3,844
TP,PJT,ULX,Y,1755,M-3,D-2,W-3,1107
NB,PQM,PJT,N,1113,M-2,D-9,W-4,689
IQ,TVQ,OJO,N,1834,M-2,D-1,W-3,332
MH,YTL,QFT,N,1048,M-3,D-13,W-1,1416
NB,MQJ,ORN,N,1858,M-8,D-16,W-3,307
BN,LBQ,OPU,N,2031,M-6,D-24,W-5,3972
WP,MQV,CHP,N,1748,M-12,D-14,W-4,728
OZ,MOL,CHP,N,1017,M-4,D-9,W-6,640
TT,HSR,RIN,N,2032,M-6,D-12,W-7,802
XJ,MQJ,RTA,N,2035,M-6,D-7,W-2,162
RQ,PQM,CNY,N,1002,M-3,D-16,W-3,1864
VK,QTP,LBQ,N,1401,M-1,D-30,W-1,2762
XJ,JNS,PAS,N,804,M-3,D-5,W-6,194
NB,CNY,CBT,N,2155,M-6,D-7,W-2,588
HL,XBT,TVQ,N,700,M-12,D-31,W-6,589
RQ,PTB,TVQ,N,1348,M-12,D-14,W-4,1891
NB,ORN,RVN,Y,2115,M-11,D-21,W-2,229
AG,QTB,HSR,Y,1609,M-11,D-6,W-1,179
WT,YTR,VUT,N,1216,M-7,D-3,W-1,810
BN,OPU,RMT,N,713,M-5,D-9,W-1,931
OZ,QTX,PDM,N,1815,M-6,D-30,W-4,308
NB,RVN,PVQ,N,930,M-12,D-28,W-3,440
TT,OPU,RIN,N,630,M-9,D-29,W-5,852
NB,VUT,IQQ,N,1605,M-9,D-17,W-6,197
HH,MHP,RJB,N,638,M-1,D-30,W-1,72
TT,RJB,HSR,N,828,M-7,D-12,W-3,888
RQ,YTL,PQM,N,801,M-5,D-31,W-2,1195
BN,QTP,OPU,N,1725,M-3,D-6,W-1,1300
NB,CLO,OMH,N,1545,M-8,D-8,W-2,478
NB,CHY,QTP,N,1440,M-4,D-17,W-1,520
